rating,restaurantRating,rating_deviation,friendCount,reviewCount,reviewUsefulCount,usefulCount,coolCount,funnyCount,complimentCount,tipCount,fanCount,reviewer_account_age_days,reviewer_engagement_ratio,reviewer_social_reach,reviewer_helpfulness_ratio,reviewer_activity_level,review_word_count,flagged
4,4.0,0.0,3,16,0,6,5,0,2,0,0,1,0.6470588235294118,3,0.35294117647058826,2.833213344056216,47,1
5,4.0,1.0,0,24,0,28,3,11,0,0,0,98,1.68,0,1.12,3.2188758248682006,9,0
4,4.0,0.0,487,15,0,50,10,20,21,7,11,1015,5.0,498,3.125,2.772588722239781,53,0
3,4.5,1.5,10,129,3,174,48,18,10,5,3,1409,1.8461538461538463,13,1.3384615384615384,4.867534450455582,254,0
5,4.0,1.0,0,3,0,1,0,0,0,0,0,4,0.25,0,0.25,1.3862943611198906,71,1
5,4.5,0.5,0,3,0,0,0,0,0,0,0,4,0.0,0,0.0,1.3862943611198906,23,1
5,4.0,1.0,0,3,0,1,0,0,0,0,0,3,0.25,0,0.25,1.3862943611198906,22,1
1,4.0,3.0,0,4,0,0,0,0,0,0,0,29,0.0,0,0.0,1.6094379124341003,160,1
5,4.0,1.0,31,93,1,176,139,124,195,4,3,272,4.670212765957447,34,1.872340425531915,4.543294782270004,102,0
1,3.5,2.5,35,5,2,5,0,0,2,16,0,1139,0.8333333333333334,35,0.8333333333333334,1.791759469228055,227,0
5,4.0,1.0,5,9,1,17,5,2,4,0,0,636,2.4,5,1.7,2.302585092994046,174,0
4,4.0,0.0,0,6,0,1,0,0,0,0,0,841,0.14285714285714285,0,0.14285714285714285,1.9459101490553132,145,1
2,3.5,1.5,0,1,0,0,0,0,0,0,0,28,0.0,0,0.0,0.6931471805599453,171,1
4,3.5,0.5,2,14,0,8,1,1,3,2,0,423,0.6666666666666666,2,0.5333333333333333,2.70805020110221,11,0
4,4.0,0.0,17,76,4,144,93,37,23,0,4,227,3.5584415584415585,21,1.87012987012987,4.343805421853684,93,0
5,4.0,1.0,1,34,0,5,0,0,0,0,0,258,0.14285714285714285,1,0.14285714285714285,3.5553480614894135,53,0
3,4.0,1.0,30,12,1,18,16,18,21,0,2,197,4.0,32,1.3846153846153846,2.5649493574615367,23,0
2,4.0,2.0,0,7,0,2,1,0,0,0,0,13,0.375,0,0.25,2.0794415416798357,75,1
1,4.0,3.0,0,1,0,2,0,0,0,0,0,25,1.0,0,1.0,0.6931471805599453,166,1
4,4.0,0.0,35,106,0,86,31,26,11,0,3,1488,1.3364485981308412,38,0.8037383177570093,4.672828834461906,49,0
5,4.0,1.0,0,16,0,3,2,1,0,0,0,98,0.35294117647058826,0,0.17647058823529413,2.833213344056216,42,1
4,4.0,0.0,21,175,0,148,70,155,21,29,3,682,2.1193181818181817,24,0.8409090909090909,5.170483995038151,79,0
4,4.0,0.0,1,14,0,3,0,0,0,3,0,322,0.2,1,0.2,2.70805020110221,114,1
5,4.5,0.5,0,10,0,2,0,0,0,0,0,7,0.18181818181818182,0,0.18181818181818182,2.3978952727983707,36,1
4,4.0,0.0,13,6,0,8,4,4,0,0,2,567,2.2857142857142856,15,1.1428571428571428,1.9459101490553132,30,0
1,4.0,3.0,5,29,0,6,8,4,3,0,0,16,0.6,5,0.2,3.4011973816621555,62,0
5,4.0,1.0,0,4,0,0,0,0,0,0,0,25,0.0,0,0.0,1.6094379124341003,40,1
5,3.5,1.5,0,27,0,1,0,1,2,0,1,15,0.07142857142857142,1,0.03571428571428571,3.332204510175204,8,1
5,4.5,0.5,6,40,0,26,9,18,3,0,1,737,1.2926829268292683,7,0.6341463414634146,3.713572066704308,38,0
1,3.5,2.5,0,1,0,4,2,1,0,0,0,52,3.5,0,2.0,0.6931471805599453,241,1
1,4.0,3.0,0,1,0,0,0,0,0,0,0,21,0.0,0,0.0,0.6931471805599453,153,1
5,4.0,1.0,1,4,0,4,2,0,0,11,0,2,1.2,1,0.8,1.6094379124341003,26,0
5,4.0,1.0,11,131,1,41,11,10,7,0,0,329,0.4696969696969697,11,0.3106060606060606,4.882801922586371,153,0
4,4.0,0.0,24,115,0,28,13,26,11,15,0,229,0.5775862068965517,24,0.2413793103448276,4.7535901911063645,9,1
4,3.5,0.5,0,1,0,1,0,0,0,0,0,5,0.5,0,0.5,0.6931471805599453,75,1
5,4.0,1.0,0,10,0,4,3,3,0,0,0,141,0.9090909090909091,0,0.36363636363636365,2.3978952727983707,28,0
5,4.0,1.0,36,158,1,152,116,96,63,0,4,385,2.289308176100629,40,0.9559748427672956,5.0689042022202315,185,0
5,4.0,1.0,14,109,1,106,59,36,24,0,1,593,1.8272727272727274,15,0.9636363636363636,4.700480365792417,24,0
4,4.0,0.0,59,48,1,48,31,6,50,35,1,190,1.7346938775510203,60,0.9795918367346939,3.8918202981106265,100,0
5,4.0,1.0,62,239,1,155,45,49,37,254,5,1086,1.0375,67,0.6458333333333334,5.480638923341991,50,0
4,4.0,0.0,35,77,0,165,95,44,84,0,5,4,3.8974358974358974,40,2.1153846153846154,4.356708826689592,46,0
2,4.0,2.0,0,4,0,1,0,0,0,0,0,8,0.2,0,0.2,1.6094379124341003,82,1
5,4.0,1.0,0,2,0,2,0,0,0,0,0,130,0.6666666666666666,0,0.6666666666666666,1.0986122886681098,17,1
4,4.0,0.0,759,1813,1,7337,5235,3328,3432,0,121,1876,8.7651598676957,880,4.044652701212789,7.503289630675082,94,0
5,4.0,1.0,0,7,0,5,0,0,0,0,0,81,0.625,0,0.625,2.0794415416798357,12,1
3,4.0,1.0,3,32,0,15,5,1,0,0,0,1095,0.6363636363636364,3,0.45454545454545453,3.4965075614664802,145,0
4,3.5,0.5,124,66,0,57,14,18,2,0,3,522,1.328358208955224,127,0.8507462686567164,4.204692619390966,93,0
5,4.0,1.0,886,938,0,2002,1272,1049,807,692,55,394,4.603833865814696,941,2.132055378061768,6.844815479208263,75,0
2,3.5,1.5,128,667,1,895,662,541,159,14,12,711,3.1407185628742513,140,1.339820359281437,6.504288173536645,168,0
4,3.5,0.5,29,28,1,68,31,31,5,0,2,52,4.482758620689655,31,2.3448275862068964,3.367295829986474,68,0
1,4.0,3.0,15,19,0,7,1,3,2,0,0,71,0.55,15,0.35,2.995732273553991,44,1
4,4.0,0.0,0,19,0,4,2,1,0,0,0,21,0.35,0,0.2,2.995732273553991,28,1
5,4.0,1.0,0,17,0,3,2,1,1,0,0,133,0.3333333333333333,0,0.16666666666666666,2.8903717578961645,26,0
5,4.0,1.0,165,585,1,532,271,273,118,0,15,315,1.8361774744027304,180,0.9078498293515358,6.373319789577012,49,0
2,3.5,1.5,2,36,1,45,17,5,6,0,1,174,1.8108108108108107,3,1.2162162162162162,3.6109179126442243,79,0
4,4.0,0.0,0,1,0,0,0,0,0,0,0,15,0.0,0,0.0,0.6931471805599453,45,1
1,4.0,3.0,1,10,3,17,10,11,4,0,0,599,3.4545454545454546,1,1.5454545454545454,2.3978952727983707,62,0
5,4.5,0.5,15,47,1,65,19,19,12,0,2,955,2.1458333333333335,17,1.3541666666666667,3.871201010907891,44,0
5,4.0,1.0,0,1,0,0,0,0,1,0,0,37,0.0,0,0.0,0.6931471805599453,166,0
4,3.5,0.5,16,37,0,30,8,7,1,0,0,317,1.1842105263157894,16,0.7894736842105263,3.6375861597263857,58,0
4,4.0,0.0,0,1,0,0,0,0,0,0,0,81,0.0,0,0.0,0.6931471805599453,15,1
5,4.0,1.0,5,57,1,50,17,11,5,0,0,348,1.3448275862068966,5,0.8620689655172413,4.060443010546419,40,0
5,4.0,1.0,148,209,1,203,94,113,91,7,3,370,1.9523809523809523,151,0.9666666666666667,5.3471075307174685,24,0
2,4.0,2.0,0,4,0,0,0,0,0,0,0,116,0.0,0,0.0,1.6094379124341003,74,1
4,4.0,0.0,22,155,0,115,53,36,20,0,3,627,1.3076923076923077,25,0.7371794871794872,5.049856007249537,171,0
3,4.0,1.0,0,8,0,2,2,1,1,0,0,18,0.5555555555555556,0,0.2222222222222222,2.1972245773362196,51,0
2,4.5,2.5,2,6,17,23,6,21,1,0,0,27,7.142857142857143,2,3.2857142857142856,1.9459101490553132,499,0
3,4.0,1.0,303,1096,4,4325,3648,3642,3598,17,89,649,10.587967183226983,392,3.94257064721969,7.00033446027523,145,0
5,4.0,1.0,56,228,3,245,162,134,82,15,4,1458,2.3624454148471616,60,1.0698689956331877,5.43372200355424,98,0
4,3.5,0.5,22,85,1,82,33,33,10,13,3,461,1.7209302325581395,25,0.9534883720930233,4.454347296253507,258,0
5,4.0,1.0,0,2,11,11,7,6,0,0,0,18,8.0,0,3.6666666666666665,1.0986122886681098,337,0
3,4.0,1.0,0,18,0,1,0,0,0,0,0,37,0.05263157894736842,0,0.05263157894736842,2.9444389791664403,45,1
3,3.5,0.5,0,2,2,8,0,0,0,0,0,1199,2.6666666666666665,0,2.6666666666666665,1.0986122886681098,93,0
5,4.0,1.0,0,15,0,1,1,2,1,1,0,803,0.25,0,0.0625,2.772588722239781,11,1
5,4.0,1.0,0,10,0,3,1,0,0,0,0,9,0.36363636363636365,0,0.2727272727272727,2.3978952727983707,22,1
4,3.5,0.5,0,1,0,0,0,0,0,0,0,122,0.0,0,0.0,0.6931471805599453,120,1
5,4.0,1.0,0,4,0,2,0,0,1,0,0,19,0.4,0,0.4,1.6094379124341003,35,0
5,4.0,1.0,2,39,0,13,5,5,3,7,0,21,0.575,2,0.325,3.6888794541139363,21,0
4,3.5,0.5,12,32,0,37,17,6,6,0,0,8,1.8181818181818181,12,1.121212121212121,3.4965075614664802,36,0
5,4.0,1.0,3,41,1,73,21,23,5,0,0,859,2.7857142857142856,3,1.7380952380952381,3.7376696182833684,155,0
4,4.0,0.0,12,17,0,6,1,2,1,0,0,694,0.5,12,0.3333333333333333,2.8903717578961645,49,0
5,3.5,1.5,50,93,1,81,18,13,9,11,1,388,1.1914893617021276,51,0.8617021276595744,4.543294782270004,113,0
3,4.0,1.0,1,5,0,3,1,0,1,0,0,39,0.6666666666666666,1,0.5,1.791759469228055,15,1
4,4.0,0.0,2,4,0,0,0,0,0,0,0,21,0.0,2,0.0,1.6094379124341003,127,0
4,4.0,0.0,1,18,0,3,0,0,1,0,0,6,0.15789473684210525,1,0.15789473684210525,2.9444389791664403,41,1
5,4.0,1.0,1,7,0,0,0,0,0,0,0,14,0.0,1,0.0,2.0794415416798357,62,1
5,4.0,1.0,0,2,0,0,0,0,0,1,0,9,0.0,0,0.0,1.0986122886681098,32,1
3,4.0,1.0,9,89,0,79,18,25,8,0,3,821,1.3555555555555556,12,0.8777777777777778,4.499809670330265,56,0
4,4.5,0.5,2,8,0,2,0,2,1,0,0,320,0.4444444444444444,2,0.2222222222222222,2.1972245773362196,27,0
3,4.0,1.0,59,277,5,379,165,71,79,0,6,73,2.212230215827338,65,1.3633093525179856,5.627621113690637,83,0
5,4.0,1.0,9,71,2,140,39,44,28,0,4,29,3.0972222222222223,13,1.9444444444444444,4.276666119016055,110,0
5,4.0,1.0,1,8,0,5,3,3,0,0,0,975,1.2222222222222223,1,0.5555555555555556,2.1972245773362196,26,0
4,4.0,0.0,0,4,0,2,2,5,0,0,0,23,1.8,0,0.4,1.6094379124341003,74,1
3,3.5,0.5,0,22,0,2,1,6,0,0,0,507,0.391304347826087,0,0.08695652173913043,3.1354942159291497,51,1
5,4.0,1.0,0,1,0,0,0,0,0,0,0,2,0.0,0,0.0,0.6931471805599453,43,1
4,3.5,0.5,664,571,5,3956,3743,2855,5678,20,78,485,18.45104895104895,742,6.916083916083916,6.349138991379798,141,0
5,4.5,0.5,0,12,0,0,0,1,0,0,0,5,0.07692307692307693,0,0.0,2.5649493574615367,36,1
4,3.5,0.5,0,4,0,0,0,0,0,0,0,22,0.0,0,0.0,1.6094379124341003,4,1
4,4.0,0.0,0,7,0,2,2,1,0,0,0,193,0.625,0,0.25,2.0794415416798357,118,0
1,4.5,3.5,0,9,0,8,1,1,0,0,0,628,1.0,0,0.8,2.302585092994046,98,1
5,4.0,1.0,0,6,0,3,1,2,0,0,0,310,0.8571428571428571,0,0.42857142857142855,1.9459101490553132,39,1
5,4.0,1.0,128,263,3,280,138,85,113,0,9,2008,1.9053030303030303,137,1.0606060606060606,5.575949103146316,73,0
5,4.0,1.0,2,72,0,12,7,3,6,0,0,59,0.3013698630136986,2,0.1643835616438356,4.290459441148391,24,0
5,4.0,1.0,2,23,0,17,3,5,1,0,1,51,1.0416666666666667,3,0.7083333333333334,3.1780538303479458,53,1
4,4.0,0.0,60,202,0,361,170,164,47,0,10,1541,3.4236453201970445,70,1.7783251231527093,5.313205979041787,37,0
4,4.0,0.0,12,33,0,13,14,16,0,0,2,77,1.2647058823529411,14,0.38235294117647056,3.5263605246161616,25,0
5,4.0,1.0,38,10,0,22,19,0,2,0,0,4,3.727272727272727,38,2.0,2.3978952727983707,24,1
3,4.0,1.0,13,42,5,146,109,172,17,0,1,371,9.930232558139535,14,3.395348837209302,3.7612001156935624,144,0
4,4.0,0.0,81,513,0,595,193,267,71,24,12,934,2.0525291828793772,93,1.1575875486381324,6.2422232654551655,73,0
5,4.5,0.5,0,7,0,3,0,0,0,0,0,1546,0.375,0,0.375,2.0794415416798357,32,0
5,4.0,1.0,1,13,0,1,1,0,0,2,0,9,0.14285714285714285,1,0.07142857142857142,2.6390573296152584,12,1
1,3.5,2.5,0,1,0,0,0,0,0,0,0,14,0.0,0,0.0,0.6931471805599453,36,1
4,4.0,0.0,0,7,0,2,1,1,0,0,0,13,0.5,0,0.25,2.0794415416798357,67,1
3,4.0,1.0,0,6,0,3,1,0,0,0,0,18,0.5714285714285714,0,0.42857142857142855,1.9459101490553132,54,0
3,4.0,1.0,3,81,0,56,9,11,2,0,0,1722,0.926829268292683,3,0.6829268292682927,4.406719247264253,193,0
1,4.0,3.0,0,2,0,0,0,0,0,0,0,20,0.0,0,0.0,1.0986122886681098,141,1
5,4.0,1.0,0,3,0,0,0,0,0,0,0,18,0.0,0,0.0,1.3862943611198906,39,1
5,4.0,1.0,2,1,0,0,0,0,0,0,0,178,0.0,2,0.0,0.6931471805599453,2,0
4,3.5,0.5,2,13,0,1,2,0,1,0,0,17,0.21428571428571427,2,0.07142857142857142,2.6390573296152584,16,1
5,4.0,1.0,3,2,0,0,0,0,1,2,0,16,0.0,3,0.0,1.0986122886681098,15,1
5,3.5,1.5,60,132,0,143,46,21,13,14,1,438,1.5789473684210527,61,1.0751879699248121,4.890349128221754,47,0
5,3.5,1.5,0,2,0,1,0,0,0,0,0,17,0.3333333333333333,0,0.3333333333333333,1.0986122886681098,51,1
2,4.0,2.0,0,3,0,2,1,3,0,0,0,10,1.5,0,0.5,1.3862943611198906,62,1
5,3.5,1.5,0,36,0,12,1,1,3,0,0,45,0.3783783783783784,0,0.32432432432432434,3.6109179126442243,43,1
5,4.0,1.0,19,43,0,8,2,3,3,54,1,406,0.29545454545454547,20,0.18181818181818182,3.784189633918261,48,0
5,4.0,1.0,0,3,0,0,0,1,0,0,0,12,0.25,0,0.0,1.3862943611198906,8,1
5,4.0,1.0,0,2,0,0,0,0,0,0,0,85,0.0,0,0.0,1.0986122886681098,235,1
4,4.0,0.0,0,12,0,0,0,0,0,0,0,20,0.0,0,0.0,2.5649493574615367,71,1
3,4.0,1.0,1,25,0,10,2,0,1,0,0,24,0.46153846153846156,1,0.38461538461538464,3.258096538021482,19,1
4,4.0,0.0,185,161,6,499,378,451,651,15,16,135,8.197530864197532,201,3.080246913580247,5.087596335232384,103,0
5,3.5,1.5,0,4,0,0,0,0,0,0,0,20,0.0,0,0.0,1.6094379124341003,22,1
5,4.0,1.0,0,2,0,2,0,0,1,0,0,20,0.6666666666666666,0,0.6666666666666666,1.0986122886681098,77,1
4,3.5,0.5,182,216,4,780,708,620,737,1,11,343,9.714285714285714,193,3.5944700460829493,5.37989735354046,83,0
1,4.0,3.0,0,4,0,1,1,0,0,0,0,142,0.4,0,0.2,1.6094379124341003,43,1
4,3.5,0.5,0,6,0,0,0,1,0,0,0,5,0.14285714285714285,0,0.0,1.9459101490553132,7,1
4,3.5,0.5,13,70,0,42,20,8,13,0,0,40,0.9859154929577465,13,0.5915492957746479,4.2626798770413155,53,0
5,4.0,1.0,1,1,0,0,0,0,0,2,0,92,0.0,1,0.0,0.6931471805599453,12,0
4,4.0,0.0,56,139,2,208,96,75,52,60,11,564,2.7071428571428573,67,1.4857142857142858,4.941642422609304,229,0
5,4.0,1.0,0,2,0,0,0,0,0,0,0,0,0.0,0,0.0,1.0986122886681098,18,1
1,4.0,3.0,0,31,0,21,4,7,0,0,0,99,1.0,0,0.65625,3.4657359027997265,128,1
5,4.0,1.0,1,7,0,2,1,0,0,0,0,30,0.375,1,0.25,2.0794415416798357,67,0
4,3.5,0.5,11,29,0,6,1,0,0,2,0,432,0.23333333333333334,11,0.2,3.4011973816621555,53,0
5,4.0,1.0,10,97,2,65,18,19,8,0,0,800,1.0408163265306123,10,0.6632653061224489,4.584967478670572,56,0
5,3.5,1.5,0,12,0,5,0,1,0,0,0,21,0.46153846153846156,0,0.38461538461538464,2.5649493574615367,36,1
3,4.0,1.0,0,1,0,0,0,0,0,0,0,27,0.0,0,0.0,0.6931471805599453,61,1
3,3.5,0.5,287,794,5,4500,3972,3789,6985,4,62,710,15.422641509433962,349,5.660377358490566,6.678342114654332,100,0
5,4.0,1.0,0,6,0,1,0,0,0,0,0,56,0.14285714285714285,0,0.14285714285714285,1.9459101490553132,11,1
2,4.0,2.0,0,19,0,2,0,0,0,0,0,4,0.1,0,0.1,2.995732273553991,45,1
5,4.0,1.0,0,12,0,3,0,3,0,0,1,597,0.46153846153846156,1,0.23076923076923078,2.5649493574615367,41,0
2,4.0,2.0,0,1,0,0,0,0,0,0,0,2,0.0,0,0.0,0.6931471805599453,93,1
4,4.0,0.0,60,81,0,70,35,25,7,2,0,118,1.5853658536585367,60,0.8536585365853658,4.406719247264253,130,0
5,4.0,1.0,10,7,1,13,4,2,0,0,0,29,2.375,10,1.625,2.0794415416798357,7,0
4,4.0,0.0,0,2,0,0,0,0,0,0,0,11,0.0,0,0.0,1.0986122886681098,9,1
5,4.0,1.0,0,8,1,5,1,0,0,0,0,18,0.6666666666666666,0,0.5555555555555556,2.1972245773362196,88,0
4,4.0,0.0,27,108,5,135,52,23,21,0,1,55,1.926605504587156,28,1.238532110091743,4.6913478822291435,152,0
5,4.0,1.0,0,3,0,5,0,0,0,0,0,21,1.25,0,1.25,1.3862943611198906,26,1
5,4.0,1.0,25,81,1,69,37,52,14,0,0,63,1.9268292682926829,25,0.8414634146341463,4.406719247264253,60,0
3,4.0,1.0,2,45,0,27,15,11,5,0,1,1650,1.1521739130434783,3,0.5869565217391305,3.828641396489095,60,0
1,3.5,2.5,0,1,0,0,0,0,0,0,0,10,0.0,0,0.0,0.6931471805599453,23,0
5,4.0,1.0,0,4,0,5,5,5,0,0,0,18,3.0,0,1.0,1.6094379124341003,69,1
5,4.0,1.0,0,9,0,0,0,0,1,0,0,152,0.0,0,0.0,2.302585092994046,56,1
3,4.0,1.0,0,6,0,0,0,0,0,0,0,28,0.0,0,0.0,1.9459101490553132,3,1
5,4.5,0.5,3,16,0,12,6,1,1,1,0,1218,1.1176470588235294,3,0.7058823529411765,2.833213344056216,55,0
5,4.0,1.0,0,1,0,1,0,0,0,0,0,32,0.5,0,0.5,0.6931471805599453,77,1
5,4.0,1.0,0,2,0,0,0,0,0,0,0,608,0.0,0,0.0,1.0986122886681098,15,1
4,4.0,0.0,1,7,0,12,6,5,3,0,0,475,2.875,1,1.5,2.0794415416798357,24,1
4,3.5,0.5,0,6,0,2,0,1,0,0,0,21,0.42857142857142855,0,0.2857142857142857,1.9459101490553132,20,1
5,4.0,1.0,0,2,0,0,0,0,0,0,0,444,0.0,0,0.0,1.0986122886681098,72,1
4,4.0,0.0,9,17,1,19,12,2,4,0,0,111,1.8333333333333333,9,1.0555555555555556,2.8903717578961645,50,0
5,4.0,1.0,0,1,0,2,0,0,0,0,0,21,1.0,0,1.0,0.6931471805599453,69,1
4,3.5,0.5,0,71,0,3,1,0,1,0,0,38,0.05555555555555555,0,0.041666666666666664,4.276666119016055,19,1
1,4.0,3.0,0,1,0,0,0,0,0,0,0,12,0.0,0,0.0,0.6931471805599453,39,1
5,4.0,1.0,0,1,0,0,0,0,0,0,0,14,0.0,0,0.0,0.6931471805599453,38,0
2,4.0,2.0,0,3,0,0,0,0,0,0,0,188,0.0,0,0.0,1.3862943611198906,42,0
